@RELATION RAVDESSAngryMale
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {angry male,calm male,disgust male,fearful male,happy male,neutral male,sad male,surprised male}

@DATA
0.070543,0.004531,2.796124,0.223092,0.224220,0.585180,0.017337,0.083594,-36.028315,0.955791,-0.202318,-0.058377,-0.338700,0.084899,0.013419,-0.012053,0.085323,-0.050550,0.131949,0.035303,0.052962,0.002874,0.001420,0.024400,0.008396,0.003146,0.010407,0.132867,0.002240,0.003859,0.006755,0.006993,0.003670,0.042818,0.061963,0.007279,0.455561,0.079944,0.032944,0.470421,0.016690,0.093307,3.601074,0.801817,0.621621,0.366548,0.491098,0.350844,0.274098,0.343812,0.256849,0.354289,0.253926,0.208021,0.215204,0.003836,0.002860,0.026300,0.013356,0.004672,0.015836,0.069345,0.004894,0.005833,0.012523,0.011137,0.005532,0.020817,fearful male
0.066887,0.004139,2.771571,0.246341,0.226588,0.712631,0.005105,0.073038,-35.852343,1.376977,0.210737,0.009878,-0.231919,0.065615,0.184413,0.014562,0.107035,-0.081973,-0.058631,0.091638,-0.024173,0.007554,0.005144,0.036767,0.012792,0.019461,0.013947,0.033077,0.002204,0.007616,0.011432,0.012178,0.007816,0.018295,0.041715,0.005526,0.462986,0.073951,0.040279,0.452564,0.002916,0.093449,3.527993,0.675732,0.589037,0.353312,0.414231,0.268182,0.301680,0.261436,0.261424,0.256519,0.172641,0.171663,0.168874,0.005645,0.005108,0.033722,0.012053,0.016208,0.016825,0.024423,0.002676,0.007790,0.011977,0.009429,0.013321,0.010158,fearful male
0.081941,0.012673,2.826298,0.263524,0.237937,0.966850,0.004891,0.114624,-35.444278,0.861957,-0.018175,0.008696,-0.345631,0.033900,0.219310,-0.073459,0.036441,-0.054643,-0.166724,-0.079382,-0.188252,0.015315,0.004779,0.023963,0.005844,0.007176,0.006238,0.017509,0.003867,0.007583,0.011241,0.017672,0.007172,0.013030,0.058093,0.015094,0.456483,0.074649,0.028672,0.600854,0.003355,0.107670,3.420050,0.521131,0.653250,0.392998,0.384892,0.272916,0.308956,0.235639,0.214254,0.197893,0.189297,0.246158,0.216265,0.017400,0.005664,0.022273,0.003998,0.008908,0.007301,0.017164,0.004912,0.009901,0.009628,0.018172,0.007709,0.008653,fearful male
0.081437,0.007208,3.005057,0.173608,0.196139,0.648200,0.008602,0.118193,-32.444382,1.139401,-0.257159,0.100060,-0.727226,-0.029622,0.125317,-0.278236,-0.211012,-0.107148,-0.429367,-0.001489,0.019934,0.008579,0.004421,0.031269,0.020013,0.018703,0.016278,0.044551,0.002781,0.008329,0.007411,0.011094,0.006171,0.025317,0.062040,0.009801,0.285778,0.066139,0.030484,0.598146,0.006949,0.120803,2.773400,0.636445,0.725512,0.404202,0.456302,0.267080,0.341798,0.214160,0.340981,0.246580,0.249017,0.317000,0.313367,0.011533,0.007476,0.031208,0.021351,0.024504,0.022983,0.066821,0.003471,0.012652,0.010365,0.009313,0.006837,0.021622,fearful male
0.083074,0.010363,3.070758,0.170788,0.182788,0.758003,0.007117,0.130698,-30.282046,0.638817,-0.329888,-0.229244,-0.625905,-0.030263,0.173445,-0.164813,-0.286559,-0.156226,-0.459281,0.159030,0.126920,0.004966,0.004506,0.013345,0.013051,0.017126,0.023202,0.067861,0.002441,0.005087,0.003604,0.005080,0.004409,0.026755,0.056245,0.012899,0.239025,0.055072,0.020014,0.546459,0.006209,0.098383,2.446072,0.888667,0.775429,0.472301,0.464926,0.314808,0.375065,0.314674,0.349726,0.300156,0.216292,0.261922,0.244302,0.006184,0.007024,0.019849,0.016912,0.022452,0.031129,0.058446,0.003306,0.006047,0.004930,0.006632,0.005441,0.017489,fearful male
0.063407,0.011020,2.874552,0.256879,0.241439,0.662603,0.008031,0.070708,-35.410651,1.162285,-0.120547,-0.057103,-0.181727,0.003883,-0.104547,-0.324431,-0.324990,-0.141321,0.062371,0.211646,0.059522,0.004131,0.001100,0.025625,0.012630,0.009114,0.020597,0.091448,0.004555,0.008838,0.003100,0.003755,0.002511,0.033419,0.053911,0.014885,0.231824,0.079055,0.037422,0.537915,0.006567,0.073905,3.633495,0.761838,0.586348,0.356221,0.353574,0.249102,0.276850,0.247458,0.274855,0.239721,0.335212,0.216389,0.230276,0.006381,0.001405,0.026629,0.022021,0.014170,0.024246,0.061871,0.006861,0.012153,0.003349,0.002626,0.004175,0.014134,fearful male
0.074437,0.008342,2.996781,0.254412,0.244533,0.714583,0.008850,0.072354,-36.112204,0.854364,-0.254420,-0.359508,-0.494417,0.031203,-0.082387,-0.041075,0.012500,0.082564,-0.034981,-0.106262,-0.057758,0.009107,0.005464,0.020699,0.007429,0.004039,0.008512,0.073995,0.003354,0.005733,0.011649,0.008787,0.004272,0.028945,0.060303,0.011066,0.279326,0.063873,0.029852,0.525581,0.006974,0.086402,3.164412,0.591756,0.659628,0.481786,0.504653,0.281135,0.378022,0.237368,0.285569,0.373142,0.313613,0.259780,0.254939,0.015311,0.008839,0.027282,0.009666,0.004947,0.015364,0.054519,0.005674,0.008506,0.023298,0.009988,0.006014,0.016250,fearful male
0.060562,0.005136,2.935391,0.177463,0.214480,0.536920,0.011569,0.082323,-33.488068,1.482102,0.242318,0.043534,-0.270710,0.033827,0.106838,-0.004456,0.332010,-0.014561,-0.110240,-0.007261,-0.080740,0.010096,0.005323,0.018251,0.005271,0.006375,0.003465,0.083025,0.001213,0.005396,0.019978,0.025461,0.007919,0.031062,0.044646,0.009636,0.297759,0.053024,0.035009,0.503824,0.011566,0.087936,3.382800,0.675061,0.606232,0.521313,0.356049,0.240385,0.264505,0.296538,0.282440,0.178126,0.204701,0.227095,0.232173,0.013416,0.008161,0.019936,0.006628,0.006885,0.004646,0.059421,0.001576,0.006203,0.019003,0.025550,0.012111,0.017138,fearful male
0.074729,0.009264,3.070519,0.189776,0.209151,0.641747,0.008133,0.096208,-34.209254,1.218313,-0.203142,0.062180,-0.473793,-0.067694,0.157580,-0.217544,-0.278827,-0.091806,-0.206550,0.080789,0.236874,0.004611,0.002315,0.023299,0.008594,0.017298,0.020188,0.088273,0.004459,0.005822,0.005596,0.006180,0.003873,0.031305,0.048355,0.012394,0.201465,0.045412,0.025002,0.415310,0.007124,0.089732,2.906944,0.517275,0.609974,0.339503,0.390526,0.211248,0.220304,0.212267,0.193469,0.204468,0.223897,0.249002,0.229649,0.007379,0.003465,0.025290,0.009638,0.020068,0.021579,0.053725,0.005612,0.003296,0.009227,0.006146,0.005683,0.016558,fearful male
0.068690,0.012185,2.572576,0.313365,0.265309,1.064134,0.006770,0.232260,-35.334630,1.607402,0.330084,0.225959,-0.107501,0.081873,0.054065,0.052604,0.011513,-0.020291,0.001657,0.028897,-0.031140,0.005228,0.005877,0.042473,0.006349,0.011515,0.014314,0.131739,0.001690,0.003235,0.005773,0.011767,0.003884,0.042676,0.060476,0.015086,0.295750,0.070785,0.030225,0.651467,0.004949,0.183028,3.050536,0.566787,0.540126,0.429478,0.301102,0.171038,0.208889,0.196387,0.197062,0.196726,0.188930,0.155950,0.147934,0.005811,0.012252,0.023655,0.008866,0.010566,0.019037,0.087089,0.003303,0.004905,0.005411,0.012283,0.006328,0.025177,fearful male
0.044420,0.009017,3.068169,0.205091,0.243902,0.385766,0.013292,0.058594,-35.930826,1.091938,0.118870,-0.003313,-0.202967,0.171253,0.163086,0.039093,-0.017451,0.036810,0.014619,-0.047757,-0.197689,0.010717,0.001792,0.015316,0.001582,0.006257,0.005753,0.118955,0.000861,0.001421,0.007240,0.019318,0.006373,0.039706,0.046439,0.012790,0.242105,0.057968,0.036192,0.416915,0.014059,0.067874,3.586895,0.747866,0.591317,0.502659,0.404163,0.213307,0.229083,0.255001,0.178717,0.174763,0.191569,0.218929,0.198327,0.011575,0.002631,0.029350,0.001638,0.009919,0.009676,0.054876,0.001030,0.001497,0.007214,0.016561,0.007753,0.014242,fearful male
0.064767,0.009006,2.964280,0.176263,0.216153,0.583658,0.038652,0.103313,-33.790134,1.257875,0.051845,0.237934,-0.363918,0.048453,0.062726,-0.103440,0.011113,0.045380,0.020781,0.072181,-0.032611,0.003917,0.002378,0.015022,0.004863,0.003423,0.004567,0.128912,0.002506,0.008831,0.004002,0.005869,0.003287,0.038942,0.055280,0.010169,0.336507,0.043409,0.036049,0.478250,0.057574,0.090262,3.449558,0.708832,0.608280,0.321743,0.442287,0.260998,0.264603,0.292379,0.237426,0.210302,0.247458,0.271159,0.200937,0.006580,0.005327,0.017962,0.008406,0.005428,0.007035,0.063161,0.004449,0.010615,0.006957,0.009151,0.006095,0.017356,fearful male
0.063094,0.010764,2.954729,0.158320,0.186258,0.535159,0.029186,0.097594,-31.517268,0.697697,-0.195040,-0.253681,-0.544336,0.085203,-0.003378,-0.103736,0.228192,0.016414,0.144718,0.019997,-0.056956,0.003810,0.003304,0.011351,0.005021,0.003216,0.005252,0.103144,0.004082,0.006408,0.010260,0.006057,0.005018,0.034921,0.058577,0.011557,0.324325,0.055062,0.023635,0.510966,0.037282,0.098104,2.756189,0.799071,0.754554,0.398070,0.664626,0.316017,0.369626,0.335433,0.341637,0.355963,0.309361,0.244556,0.176571,0.007907,0.008232,0.015837,0.008672,0.006701,0.012106,0.041820,0.009125,0.011178,0.016060,0.008600,0.008659,0.014887,fearful male
0.064857,0.009597,2.806175,0.255591,0.237264,0.798854,0.006114,0.080701,-35.465634,1.519456,0.244062,0.121479,-0.195567,0.107023,0.171553,0.054642,0.097798,-0.138210,-0.029683,0.112320,-0.034150,0.007231,0.005088,0.034111,0.014096,0.023938,0.010976,0.033444,0.001847,0.006922,0.012248,0.011662,0.006190,0.018366,0.047816,0.013361,0.266214,0.058874,0.025602,0.567189,0.004770,0.112980,3.295802,0.655957,0.520006,0.411797,0.417220,0.262334,0.271163,0.223853,0.235226,0.182961,0.165846,0.141188,0.180516,0.005056,0.006549,0.023369,0.018003,0.024952,0.011040,0.024360,0.001913,0.008428,0.013623,0.011166,0.011175,0.009329,fearful male
0.062776,0.012282,2.674572,0.155050,0.166360,0.532892,0.006559,0.103000,-34.610401,0.891846,-0.118813,0.061313,-0.515083,0.022900,0.241532,-0.136222,-0.045832,-0.002408,-0.144299,-0.031072,-0.059566,0.011388,0.002614,0.008527,0.004060,0.005752,0.005966,0.036590,0.003875,0.008601,0.018968,0.022425,0.005973,0.019375,0.051503,0.013832,0.361124,0.088780,0.053715,0.501480,0.005920,0.104999,3.424790,0.615705,0.491617,0.318388,0.398771,0.257662,0.185775,0.239093,0.224201,0.194652,0.197111,0.173795,0.176144,0.013875,0.003902,0.009860,0.006100,0.006322,0.008335,0.025592,0.005809,0.008530,0.019602,0.022072,0.009365,0.010666,fearful male
0.051704,0.013042,2.668507,0.307245,0.248316,1.481298,0.004753,0.233031,-34.938850,1.609793,0.169635,0.051277,-0.211731,0.086843,0.188035,0.062930,0.072027,0.045890,-0.051050,0.043555,0.025214,0.007990,0.004632,0.023129,0.007417,0.016787,0.010144,0.043051,0.002111,0.006840,0.011496,0.013097,0.005137,0.016942,0.033498,0.015077,0.452127,0.062691,0.034004,0.445647,0.003729,0.166154,2.973381,0.628388,0.576543,0.380817,0.366559,0.270253,0.242687,0.222036,0.228917,0.166729,0.170819,0.150204,0.219500,0.007911,0.007467,0.015378,0.007735,0.017646,0.012326,0.027209,0.002359,0.005321,0.008758,0.009513,0.005112,0.008476,happy male
0.080634,0.015719,3.047456,0.208669,0.218624,0.737134,0.006531,0.120549,-31.436574,1.389953,-0.133544,0.101407,-0.400035,0.159185,0.205533,-0.041456,0.043336,-0.001673,-0.180489,-0.123606,-0.066682,0.015781,0.006546,0.016487,0.009244,0.007992,0.012441,0.041977,0.007698,0.007137,0.012485,0.010952,0.008437,0.017933,0.037150,0.018772,0.260343,0.070223,0.032649,0.424714,0.004330,0.082797,3.137865,0.695654,0.772194,0.413677,0.436576,0.313559,0.294153,0.319076,0.226776,0.206400,0.230864,0.240762,0.249562,0.021264,0.008559,0.015003,0.009452,0.008076,0.021047,0.035512,0.011997,0.009176,0.014313,0.010498,0.012453,0.011188,happy male
0.059290,0.004439,2.675973,0.254037,0.243353,0.630275,0.007272,0.119271,-33.402326,1.683354,0.168870,0.150007,-0.068763,-0.011175,0.231693,-0.004663,-0.036881,0.060792,-0.063260,0.078425,-0.029812,0.006532,0.003538,0.037995,0.011188,0.012567,0.013805,0.087960,0.003260,0.004303,0.010859,0.015211,0.003314,0.033663,0.055218,0.006490,0.454674,0.057171,0.027323,0.500963,0.005199,0.126117,2.262508,0.794130,0.640732,0.437049,0.469658,0.254286,0.315626,0.254130,0.231712,0.177918,0.206654,0.173043,0.180960,0.008602,0.005165,0.036142,0.013102,0.016146,0.022974,0.041128,0.006231,0.005815,0.013468,0.015325,0.004585,0.014599,happy male
0.073192,0.003203,2.860667,0.226819,0.237064,0.730031,0.005029,0.127500,-32.545788,1.620789,0.208086,0.168174,-0.173732,0.324164,0.059767,0.146479,0.060264,0.099027,-0.012570,0.029117,0.115957,0.009252,0.003529,0.075141,0.011944,0.015693,0.005297,0.070709,0.002098,0.004115,0.007516,0.028077,0.008167,0.034489,0.039401,0.003631,0.330187,0.053015,0.035091,0.427295,0.003196,0.088440,2.217847,0.686097,0.570104,0.410885,0.403676,0.282977,0.237613,0.235412,0.279328,0.177547,0.172423,0.177139,0.199036,0.009080,0.003426,0.052572,0.015713,0.010499,0.006388,0.061642,0.002909,0.004789,0.008358,0.021134,0.010276,0.018155,happy male
0.054778,0.010672,2.710906,0.220425,0.238599,0.713089,0.008106,0.168385,-31.236788,2.374252,0.480997,0.249487,-0.250436,0.200373,0.152911,0.095572,-0.024680,-0.049172,-0.015124,-0.114477,-0.009238,0.015787,0.003432,0.044787,0.014374,0.015292,0.009111,0.053889,0.001923,0.003392,0.017658,0.045672,0.005089,0.028293,0.041002,0.013376,0.345762,0.061600,0.036313,0.489602,0.005258,0.120044,2.641260,0.639252,0.521260,0.308549,0.329400,0.233441,0.252482,0.242142,0.179145,0.187386,0.119683,0.173089,0.151743,0.014737,0.004370,0.026187,0.014676,0.013195,0.010351,0.039566,0.003879,0.002675,0.015018,0.033992,0.007301,0.012820,happy male
0.044029,0.015122,2.811639,0.267763,0.279548,0.318569,0.010710,0.044479,-34.306791,1.849142,0.359939,0.173745,0.012308,0.119175,0.126287,0.086544,0.041638,0.084414,-0.003184,0.025059,0.045370,0.006082,0.002180,0.059769,0.005739,0.005416,0.002368,0.112979,0.003986,0.004253,0.012850,0.011268,0.003740,0.040358,0.032399,0.014875,0.250023,0.051884,0.024341,0.340849,0.008664,0.090479,2.220291,0.608860,0.440865,0.385609,0.349647,0.170317,0.155571,0.172886,0.178377,0.197936,0.148763,0.171015,0.176676,0.010388,0.005042,0.049201,0.006474,0.007880,0.003039,0.037880,0.008853,0.004429,0.013271,0.011644,0.006378,0.011580,happy male
0.074812,0.006347,2.653103,0.312065,0.261318,0.997703,0.006204,0.209521,-36.088800,1.421213,0.135045,0.121591,-0.055572,0.155049,0.158837,0.008790,-0.039243,-0.010616,0.042868,0.005376,0.054727,0.007048,0.003180,0.047578,0.009185,0.006298,0.007288,0.133109,0.003476,0.003275,0.007385,0.008270,0.001378,0.043348,0.054243,0.008547,0.274352,0.059073,0.032777,0.610199,0.004694,0.157541,2.499295,0.447185,0.561882,0.356782,0.362337,0.208680,0.242698,0.257012,0.209700,0.212419,0.193478,0.208028,0.152850,0.008884,0.004381,0.035672,0.016695,0.006465,0.009376,0.066390,0.006438,0.002639,0.007401,0.008794,0.001453,0.017423,happy male
0.059718,0.004044,2.635351,0.263697,0.258453,0.710783,0.005758,0.055099,-35.667655,1.488924,0.307370,0.076594,-0.113182,0.178875,0.153856,0.083643,0.026194,0.074017,0.050249,0.099109,-0.036638,0.006778,0.003665,0.071348,0.010867,0.013106,0.008828,0.136757,0.003121,0.004224,0.006266,0.013827,0.003674,0.047523,0.034334,0.005376,0.419481,0.057570,0.032691,0.396455,0.004494,0.068609,2.932112,0.631533,0.553904,0.330922,0.439412,0.217599,0.265578,0.245168,0.198238,0.160436,0.158038,0.158793,0.181295,0.005911,0.006641,0.057004,0.015175,0.011254,0.011489,0.076474,0.005985,0.004465,0.004734,0.011229,0.003598,0.019326,happy male
0.053149,0.007230,2.762161,0.234844,0.263968,0.355035,0.009403,0.037631,-34.687516,1.991613,0.289099,0.413333,-0.155102,0.160987,0.256765,-0.031251,0.062667,-0.015436,0.065334,-0.001711,-0.029542,0.014211,0.002043,0.045916,0.004559,0.010777,0.004882,0.133984,0.001730,0.003153,0.014380,0.024310,0.005211,0.046050,0.031348,0.008929,0.290098,0.054036,0.030510,0.295457,0.008325,0.039744,2.548058,0.503743,0.541842,0.382810,0.272535,0.257148,0.275022,0.259149,0.263340,0.212514,0.156199,0.191695,0.185314,0.013874,0.003353,0.032957,0.004581,0.013000,0.005382,0.059380,0.002776,0.004124,0.017765,0.023402,0.007571,0.015694,happy male
0.039445,0.020924,3.018225,0.219938,0.235370,0.378318,0.016459,0.061844,-31.081492,1.979669,0.166621,0.250615,-0.174708,0.189620,0.163152,-0.012705,0.148055,0.079948,-0.025350,0.051306,-0.035479,0.004699,0.003287,0.024820,0.006363,0.012409,0.009600,0.108502,0.001330,0.009701,0.015478,0.012451,0.004670,0.038838,0.034535,0.019342,0.252666,0.072172,0.045422,0.344012,0.020062,0.080885,3.567559,0.702577,0.621842,0.453554,0.430177,0.299462,0.281033,0.253625,0.226194,0.183895,0.137183,0.179018,0.149096,0.005142,0.006247,0.035370,0.009495,0.016168,0.015830,0.055268,0.002327,0.012238,0.012326,0.012405,0.009154,0.015283,happy male
0.056900,0.011278,2.698641,0.253109,0.233118,0.979118,0.006249,0.074344,-34.213817,1.786161,0.222019,0.076194,-0.164220,0.152965,0.132005,-0.048845,0.094560,-0.068719,-0.007777,-0.023843,-0.049171,0.012161,0.007598,0.057331,0.005628,0.014327,0.011828,0.035490,0.003906,0.007966,0.008064,0.019631,0.007658,0.023143,0.038091,0.013924,0.405867,0.066841,0.029750,0.465540,0.004449,0.083425,2.761820,0.718154,0.657885,0.331944,0.490556,0.350011,0.271431,0.280213,0.252155,0.291875,0.204914,0.172649,0.168729,0.009364,0.011720,0.050550,0.004062,0.012926,0.014839,0.026041,0.008670,0.007809,0.008282,0.015637,0.014352,0.013686,happy male
0.035850,0.013083,2.156052,0.279730,0.222392,0.842721,0.007030,0.086965,-37.745424,1.032644,-0.019411,0.024687,-0.206040,0.034527,0.075323,0.007438,-0.070221,-0.067746,-0.236343,-0.119135,-0.011498,0.013453,0.003508,0.025252,0.010691,0.008972,0.008815,0.027583,0.001903,0.004161,0.012026,0.011762,0.004673,0.017509,0.033452,0.016505,0.630255,0.137238,0.084381,0.785718,0.005387,0.103520,4.024672,0.553330,0.630919,0.325824,0.333306,0.225457,0.281603,0.234416,0.251680,0.256395,0.256985,0.245032,0.270257,0.019897,0.004314,0.027624,0.012705,0.009144,0.014809,0.035518,0.002337,0.005822,0.016441,0.012014,0.007838,0.013639,happy male
0.038074,0.010682,2.530831,0.294867,0.247138,1.009410,0.007451,0.084519,-35.824506,1.537402,0.179782,0.033447,-0.216519,0.111279,0.205754,0.097900,0.043958,0.040575,-0.034077,0.085827,0.024899,0.005012,0.002826,0.038092,0.009555,0.012492,0.010829,0.062093,0.002533,0.007154,0.010615,0.012653,0.004710,0.024046,0.033934,0.012700,0.448999,0.057716,0.027423,0.451612,0.006824,0.099016,3.199823,0.652249,0.553953,0.299307,0.372769,0.272667,0.257245,0.248737,0.244287,0.188191,0.175255,0.189988,0.186182,0.004967,0.003458,0.038914,0.012891,0.014263,0.013413,0.056233,0.003967,0.011017,0.010047,0.012243,0.006668,0.016824,happy male
0.086055,0.012222,2.988779,0.213602,0.218990,0.858930,0.007496,0.143667,-31.853701,1.427519,-0.259533,0.168071,-0.309837,0.086447,0.141760,-0.107493,-0.094812,-0.063883,-0.198502,-0.122531,-0.140382,0.011937,0.006419,0.024176,0.015153,0.014231,0.016594,0.031281,0.006028,0.006763,0.008723,0.016032,0.008401,0.019527,0.047376,0.013941,0.255267,0.075661,0.036755,0.613576,0.005442,0.116212,3.492059,0.811190,0.852139,0.441205,0.353116,0.318704,0.292520,0.258270,0.276321,0.258619,0.244287,0.263790,0.251014,0.014595,0.008194,0.022072,0.016751,0.018560,0.024259,0.036131,0.010660,0.012926,0.009742,0.021716,0.010412,0.014106,happy male
0.061302,0.004790,2.493290,0.306256,0.253849,1.031411,0.006240,0.152698,-36.188339,1.322931,0.318703,0.166345,-0.016917,0.178671,0.189965,0.106407,0.092132,0.110213,0.004349,0.102358,0.023906,0.006201,0.001575,0.053006,0.006954,0.009661,0.005905,0.099025,0.002425,0.005438,0.010880,0.019102,0.004853,0.035996,0.047719,0.005805,0.419348,0.073840,0.040571,0.693495,0.003726,0.168020,3.155072,0.667360,0.501390,0.389151,0.400581,0.265752,0.275133,0.224436,0.178470,0.156753,0.167300,0.168243,0.150105,0.010501,0.001980,0.037976,0.012831,0.012840,0.007180,0.071560,0.005210,0.005574,0.011745,0.019944,0.009200,0.020211,happy male
0.064434,0.012915,2.969861,0.233686,0.242929,0.810481,0.005255,0.167898,-31.902726,1.671054,-0.030248,0.005439,-0.235025,0.498193,0.054363,0.139084,-0.063548,-0.020613,-0.009811,0.073025,0.106720,0.007252,0.006526,0.031080,0.008889,0.014618,0.012067,0.044926,0.003543,0.008372,0.017036,0.022645,0.005088,0.020002,0.036515,0.014854,0.288645,0.055529,0.029545,0.384614,0.003369,0.092520,2.512208,0.590527,0.596139,0.408832,0.402021,0.295366,0.192492,0.247646,0.211831,0.198901,0.194715,0.157720,0.208584,0.005164,0.010839,0.023316,0.009122,0.013009,0.014498,0.030975,0.005572,0.008114,0.013700,0.021706,0.005701,0.009185,happy male
0.064657,0.008012,2.796299,0.250197,0.243028,0.766713,0.006973,0.171375,-33.173871,1.780735,0.423787,0.235621,-0.206329,0.313836,0.113259,0.063876,0.193714,-0.049351,0.006292,0.010734,0.049325,0.010455,0.005475,0.073961,0.011235,0.015351,0.006059,0.085482,0.001125,0.006224,0.009252,0.023594,0.003815,0.036886,0.037237,0.009320,0.293955,0.054103,0.031526,0.456161,0.005201,0.118483,2.505422,0.501632,0.562162,0.359996,0.423503,0.227462,0.289218,0.189763,0.204110,0.244977,0.177790,0.160781,0.174573,0.015155,0.009466,0.051395,0.011773,0.012371,0.009562,0.057136,0.001430,0.007307,0.006206,0.023939,0.006149,0.015427,happy male
0.055690,0.015588,2.610487,0.284267,0.271804,0.475176,0.008974,0.083469,-34.254151,1.948661,0.372237,0.226370,0.048102,0.190714,0.167727,0.104417,0.067108,0.076573,-0.055515,0.107403,0.068186,0.003268,0.001143,0.066156,0.008076,0.013432,0.005049,0.130083,0.000816,0.002696,0.006756,0.018173,0.003163,0.047149,0.048457,0.013752,0.405617,0.067469,0.038133,0.464701,0.006733,0.144970,2.550102,0.669295,0.440893,0.337161,0.303145,0.249990,0.197301,0.180099,0.151922,0.128765,0.165720,0.198498,0.163218,0.003572,0.001931,0.058659,0.013273,0.018806,0.007577,0.051504,0.001374,0.003940,0.008671,0.018370,0.005185,0.015284,happy male
0.061041,0.005816,2.545368,0.302129,0.261596,0.837156,0.006344,0.163187,-35.756303,1.506401,0.171719,0.157927,-0.099130,0.202200,0.192648,0.003683,-0.032066,-0.017109,0.056425,0.015327,0.018206,0.006772,0.002649,0.048282,0.011364,0.008036,0.005679,0.131996,0.002627,0.006930,0.005719,0.008491,0.003861,0.044505,0.049938,0.007328,0.452774,0.067698,0.042835,0.542770,0.005363,0.151444,2.914224,0.573856,0.653247,0.318908,0.369352,0.222000,0.223939,0.215290,0.235149,0.195605,0.226806,0.189983,0.155120,0.008260,0.004979,0.042848,0.021825,0.008294,0.008587,0.067655,0.004662,0.008182,0.005089,0.007144,0.006157,0.018941,happy male
0.042356,0.004708,2.707175,0.195587,0.226318,0.417199,0.031130,0.057406,-34.003099,1.889473,0.242367,0.262174,-0.002853,0.166335,0.106858,0.112038,0.006645,0.115892,0.001939,0.055076,0.017487,0.005143,0.002830,0.064817,0.005768,0.011502,0.009091,0.138851,0.001154,0.003221,0.008831,0.011456,0.005326,0.047288,0.031982,0.007074,0.398124,0.049851,0.043159,0.327610,0.024873,0.084361,2.932407,0.468844,0.460576,0.249706,0.322434,0.182025,0.223896,0.220200,0.223018,0.166492,0.155217,0.141322,0.125263,0.004607,0.004550,0.055266,0.007427,0.014212,0.008265,0.073494,0.001983,0.004038,0.007390,0.012925,0.008688,0.019685,happy male
